depth_mm,dedx_MeVmm,energy_MeV,material
3.675000,2582.0358,26034.1423,G
3.680000,2582.8467,26021.2297,G
3.685000,2583.6584,26008.3131,G
3.690000,2584.4711,25995.3923,G
3.695000,2585.2847,25982.4675,G
3.700000,2586.0992,25969.5387,G
3.705000,2586.9146,25956.6057,G
3.710000,2587.7310,25943.6687,G
3.715000,2588.5483,25930.7276,G
3.720000,2589.3665,25917.7824,G
3.725000,2590.1856,25904.8331,G
3.730000,2591.0057,25891.8797,G
3.735000,2591.8266,25878.9222,G
3.740000,2592.6486,25865.9606,G
3.745000,2593.4714,25852.9949,G
3.750000,2594.2952,25840.0251,G
3.755000,2595.1199,25827.0511,G
3.760000,2595.9456,25814.0731,G
3.765000,2596.7722,25801.0909,G
3.770000,2597.5998,25788.1045,G
3.775000,2598.4282,25775.1140,G
3.780000,2599.2577,25762.1194,G
3.785000,2600.0881,25749.1206,G
3.790000,2600.9194,25736.1177,G
3.795000,2601.7517,25723.1106,G
3.800000,2602.5849,25710.0993,G
3.805000,2603.4191,25697.0839,G
3.810000,2604.2543,25684.0643,G
3.815000,2605.0904,25671.0405,G
3.820000,2605.9275,25658.0126,G
3.825000,2606.7656,25644.9804,G
3.830000,2607.6046,25631.9441,G
3.835000,2608.4445,25618.9035,G
3.840000,2609.2855,25605.8588,G
3.845000,2610.1274,25592.8098,G
3.850000,2610.9703,25579.7567,G
3.855000,2611.8142,25566.6993,G
3.860000,2612.6590,25553.6377,G
3.865000,2613.5048,25540.5718,G
3.870000,2614.3516,25527.5018,G
3.875000,2615.1994,25514.4275,G
3.880000,2616.0482,25501.3489,G
3.885000,2616.8980,25488.2661,G
3.890000,2617.7487,25475.1791,G
3.895000,2618.6004,25462.0878,G
3.900000,2619.4532,25448.9922,G
3.905000,2620.3069,25435.8924,G
3.910000,2621.1616,25422.7883,G
3.915000,2622.0173,25409.6799,G
3.920000,2622.8741,25396.5673,G
3.925000,2623.7318,25383.4503,G
3.930000,2624.5905,25370.3291,G
3.935000,2625.4503,25357.2036,G
3.940000,2626.3110,25344.0737,G
3.945000,2627.1728,25330.9396,G
3.950000,2628.0355,25317.8012,G
3.955000,2628.8993,25304.6584,G
3.960000,2629.7641,25291.5113,G
3.965000,2630.6300,25278.3599,G
3.970000,2631.4968,25265.2041,G
3.975000,2632.3647,25252.0440,G
3.980000,2633.2336,25238.8796,G
3.985000,2634.1035,25225.7108,G
3.990000,2634.9744,25212.5377,G
3.995000,2635.8464,25199.3602,G
4.000000,2636.7194,25186.1784,G
4.005000,2637.5935,25172.9922,G
4.010000,2638.4686,25159.8016,G
4.015000,2639.3447,25146.6066,G
4.020000,2640.2219,25133.4072,G
4.025000,2641.1001,25120.2035,G
4.030000,2641.9794,25106.9954,G
4.035000,2642.8597,25093.7828,G
4.040000,2643.7410,25080.5659,G
4.045000,2644.6234,25067.3445,G
4.050000,2645.5069,25054.1188,G
4.055000,2646.3914,25040.8886,G
4.060000,2647.2770,25027.6540,G
4.065000,2648.1637,25014.4149,G
4.070000,2649.0514,25001.1714,G
4.075000,2649.9402,24987.9235,G
4.080000,2650.8300,24974.6711,G
4.085000,2651.7209,24961.4143,G
4.090000,2652.6129,24948.1530,G
4.095000,2653.5060,24934.8873,G
4.100000,2654.4001,24921.6171,G
4.105000,2655.2954,24908.3424,G
4.110000,2656.1917,24895.0632,G
4.115000,2657.0891,24881.7796,G
4.120000,2657.9875,24868.4914,G
4.125000,3329.6939,24851.8457,E
4.130000,3331.0665,24835.1931,E
4.135000,3332.4411,24818.5337,E
4.140000,3333.8178,24801.8673,E
4.145000,3335.1966,24785.1941,E
4.150000,3336.5775,24768.5140,E
4.155000,3337.9604,24751.8269,E
4.160000,3339.3454,24735.1330,E
4.165000,3340.7325,24718.4321,E
4.170000,3342.1216,24701.7243,E
4.175000,3343.5129,24685.0095,E
4.180000,3344.9063,24668.2877,E
4.185000,2672.5360,24654.9269,G
4.190000,2673.4533,24641.5615,G
4.195000,2674.3718,24628.1914,G
4.200000,2675.2914,24614.8168,G
4.205000,2676.2121,24601.4376,G
4.210000,2677.1339,24588.0538,G
4.215000,2678.0569,24574.6653,G
4.220000,2678.9810,24561.2723,G
4.225000,2679.9063,24547.8746,G
4.230000,2680.8327,24534.4723,G
4.235000,2681.7603,24521.0654,G
4.240000,2682.6890,24507.6538,G
4.245000,2683.6189,24494.2375,G
4.250000,2684.5499,24480.8166,G
4.255000,2685.4821,24467.3911,G
4.260000,2686.4154,24453.9609,G
4.265000,2687.3499,24440.5260,G
4.270000,2688.2856,24427.0865,G
4.275000,2689.2224,24413.6422,G
4.280000,2690.1604,24400.1933,G
4.285000,2691.0996,24386.7397,G
4.290000,2692.0399,24373.2814,G
4.295000,2692.9814,24359.8183,G
4.300000,2693.9241,24346.3506,G
4.305000,2694.8680,24332.8781,G
4.310000,2695.8131,24319.4010,G
4.315000,2696.7593,24305.9191,G
4.320000,2697.7068,24292.4324,G
4.325000,2698.6554,24278.9410,G
4.330000,2699.6053,24265.4449,G
4.335000,2700.5563,24251.9440,G
4.340000,2701.5085,24238.4384,G
4.345000,2702.4620,24224.9280,G
4.350000,2703.4166,24211.4128,G
4.355000,2704.3725,24197.8929,G
4.360000,2705.3295,24184.3681,G
4.365000,2706.2878,24170.8386,G
4.370000,2707.2473,24157.3043,G
4.375000,2708.2080,24143.7652,G
4.380000,2709.1699,24130.2213,G
4.385000,2710.1331,24116.6725,G
4.390000,2711.0975,24103.1190,G
4.395000,2712.0631,24089.5606,G
4.400000,2713.0299,24075.9974,G
4.405000,2713.9980,24062.4293,G
4.410000,2714.9673,24048.8564,G
4.415000,2715.9379,24035.2787,G
4.420000,2716.9097,24021.6961,G
4.425000,2717.8828,24008.1086,G
4.430000,2718.8570,23994.5163,G
4.435000,2719.8326,23980.9190,G
4.440000,2720.8094,23967.3170,G
4.445000,2721.7875,23953.7100,G
4.450000,2722.7668,23940.0981,G
4.455000,2723.7474,23926.4813,G
4.460000,2724.7292,23912.8596,G
4.465000,2725.7123,23899.2330,G
4.470000,2726.6967,23885.6015,G
4.475000,2727.6824,23871.9651,G
4.480000,2728.6693,23858.3237,G
4.485000,2729.6575,23844.6774,G
4.490000,2730.6470,23831.0262,G
4.495000,2731.6378,23817.3699,G
4.500000,2732.6299,23803.7088,G
4.505000,2733.6232,23790.0427,G
4.510000,2734.6179,23776.3716,G
4.515000,2735.6138,23762.6955,G
4.520000,2736.6111,23749.0144,G
4.525000,2737.6096,23735.3284,G
4.530000,2738.6095,23721.6373,G
4.535000,2739.6107,23707.9413,G
4.540000,2740.6132,23694.2402,G
4.545000,2741.6169,23680.5341,G
4.550000,2742.6221,23666.8230,G
4.555000,2743.6285,23653.1069,G
4.560000,2744.6362,23639.3857,G
4.565000,2745.6453,23625.6595,G
4.570000,2746.6557,23611.9283,G
4.575000,2747.6675,23598.1920,G
4.580000,2748.6806,23584.4506,G
4.585000,2749.6950,23570.7041,G
4.590000,2750.7107,23556.9526,G
4.595000,2751.7278,23543.1960,G
4.600000,2752.7463,23529.4343,G
4.605000,2753.7661,23515.6675,G
4.610000,2754.7873,23501.8956,G
4.615000,2755.8098,23488.1186,G
4.620000,2756.8336,23474.3365,G
4.625000,2757.8589,23460.5493,G
4.630000,2758.8855,23446.7569,G
4.635000,2759.9134,23432.9594,G
4.640000,2760.9428,23419.1567,G
4.645000,2761.9735,23405.3489,G
4.650000,2763.0056,23391.5360,G
4.655000,2764.0391,23377.7178,G
4.660000,2765.0739,23363.8945,G
4.665000,2766.1102,23350.0661,G
4.670000,2767.1478,23336.2324,G
4.675000,2768.1869,23322.3935,G
4.680000,2769.2273,23308.5495,G
4.685000,2770.2692,23294.7002,G
4.690000,2771.3124,23280.8457,G
4.695000,2772.3570,23266.9860,G
4.700000,2773.4031,23253.1211,G
4.705000,2774.4506,23239.2510,G
4.710000,2775.4995,23225.3756,G
4.715000,2776.5498,23211.4949,G
4.720000,2777.6015,23197.6090,G
4.725000,2778.6547,23183.7179,G
4.730000,2779.7093,23169.8214,G
4.735000,2780.7653,23155.9197,G
4.740000,2781.8228,23142.0127,G
4.745000,2782.8817,23128.1004,G
4.750000,2783.9420,23114.1828,G
4.755000,2785.0038,23100.2599,G
4.760000,2786.0671,23086.3317,G
4.765000,2787.1318,23072.3982,G
4.770000,2788.1980,23058.4593,G
4.775000,2789.2656,23044.5151,G
4.780000,2790.3347,23030.5656,G
4.785000,2791.4052,23016.6107,G
4.790000,2792.4773,23002.6505,G
4.795000,2793.5508,22988.6849,G
4.800000,2794.6258,22974.7139,G
4.805000,2795.7022,22960.7375,G
4.810000,2796.7802,22946.7558,G
4.815000,2797.8596,22932.7687,G
4.820000,2798.9406,22918.7761,G
4.825000,2800.0230,22904.7782,G
4.830000,2801.1069,22890.7748,G
4.835000,2802.1924,22876.7660,G
4.840000,2803.2793,22862.7518,G
4.845000,2804.3678,22848.7321,G
4.850000,2805.4577,22834.7070,G
4.855000,2806.5492,22820.6765,G
4.860000,2807.6422,22806.6404,G
4.865000,2808.7367,22792.5989,G
4.870000,2809.8328,22778.5520,G
4.875000,2810.9304,22764.4995,G
4.880000,2812.0295,22750.4416,G
4.885000,2813.1302,22736.3781,G
4.890000,2814.2324,22722.3092,G
4.895000,2815.3362,22708.2347,G
4.900000,2816.4415,22694.1547,G
4.905000,2817.5484,22680.0692,G
4.910000,2818.6568,22665.9781,G
4.915000,2819.7668,22651.8815,G
4.920000,2820.8783,22637.7793,G
4.925000,2821.9915,22623.6716,G
4.930000,2823.1062,22609.5583,G
4.935000,2824.2224,22595.4394,G
4.940000,2825.3403,22581.3149,G
4.945000,2826.4597,22567.1849,G
4.950000,2827.5808,22553.0492,G
4.955000,2828.7034,22538.9079,G
4.960000,2829.8276,22524.7611,G
4.965000,2830.9534,22510.6085,G
4.970000,2832.0809,22496.4504,G
4.975000,2833.2099,22482.2866,G
4.980000,2834.3406,22468.1172,G
4.985000,2835.4728,22453.9421,G
4.990000,2836.6067,22439.7613,G
4.995000,2837.7422,22425.5749,G
5.000000,2838.8794,22411.3827,G
5.005000,2840.0182,22397.1849,G
5.010000,2841.1586,22382.9814,G
5.015000,2842.3006,22368.7722,G
5.020000,2843.4443,22354.5573,G
5.025000,2844.5897,22340.3366,G
5.030000,2845.7367,22326.1102,G
5.035000,2846.8853,22311.8781,G
5.040000,2848.0356,22297.6402,G
5.045000,2849.1876,22283.3966,G
5.050000,2850.3413,22269.1472,G
5.055000,2851.4966,22254.8920,G
5.060000,2852.6536,22240.6311,G
5.065000,2853.8123,22226.3643,G
5.070000,2854.9727,22212.0918,G
5.075000,2856.1348,22197.8134,G
5.080000,2857.2985,22183.5293,G
5.085000,2858.4640,22169.2393,G
5.090000,2859.6311,22154.9434,G
5.095000,2860.8000,22140.6418,G
5.100000,2861.9706,22126.3343,G
5.105000,2863.1429,22112.0209,G
5.110000,2864.3169,22097.7017,G
5.115000,2865.4927,22083.3766,G
5.120000,2866.6701,22069.0456,G
5.125000,2867.8493,22054.7087,G
5.130000,2869.0303,22040.3659,G
5.135000,2870.2130,22026.0172,G
5.140000,2871.3974,22011.6626,G
5.145000,2872.5836,21997.3020,G
5.150000,2873.7716,21982.9355,G
5.155000,2874.9613,21968.5631,G
5.160000,2876.1527,21954.1847,G
5.165000,2877.3460,21939.8004,G
5.170000,2878.5410,21925.4101,G
5.175000,2879.7378,21911.0138,G
5.180000,2880.9364,21896.6115,G
5.185000,2882.1367,21882.2032,G
5.190000,2883.3389,21867.7889,G
5.195000,2884.5428,21853.3686,G
5.200000,2885.7486,21838.9423,G
5.205000,2886.9561,21824.5099,G
5.210000,2888.1655,21810.0715,G
5.215000,2889.3767,21795.6271,G
5.220000,2890.5897,21781.1765,G
5.225000,2891.8045,21766.7199,G
5.230000,2893.0212,21752.2573,G
5.235000,2894.2397,21737.7885,G
5.240000,2895.4600,21723.3137,G
5.245000,2896.6822,21708.8327,G
5.250000,2897.9062,21694.3456,G
5.255000,2899.1321,21679.8524,G
5.260000,2900.3599,21665.3531,G
5.265000,2901.5895,21650.8476,G
5.270000,2902.8209,21636.3359,G
5.275000,2904.0543,21621.8181,G
5.280000,2905.2895,21607.2941,G
5.285000,2906.5266,21592.7640,G
5.290000,2907.7656,21578.2276,G
5.295000,2909.0065,21563.6851,G
5.300000,2910.2493,21549.1363,G
5.305000,2911.4939,21534.5813,G
5.310000,2912.7405,21520.0201,G
5.315000,2913.9890,21505.4527,G
5.320000,2915.2395,21490.8790,G
5.325000,2916.4918,21476.2990,G
5.330000,2917.7461,21461.7128,G
5.335000,2919.0023,21447.1203,G
5.340000,2920.2604,21432.5215,G
5.345000,2921.5205,21417.9165,G
5.350000,2922.7826,21403.3051,G
5.355000,2924.0465,21388.6874,G
5.360000,2925.3125,21374.0633,G
5.365000,2926.5804,21359.4330,G
5.370000,2927.8503,21344.7963,G
5.375000,2929.1221,21330.1532,G
5.380000,2930.3960,21315.5038,G
5.385000,2931.6718,21300.8480,G
5.390000,2932.9496,21286.1858,G
5.395000,2934.2294,21271.5172,G
5.400000,2935.5112,21256.8422,G
5.405000,2936.7951,21242.1608,G
5.410000,2938.0809,21227.4729,G
5.415000,2939.3687,21212.7787,G
5.420000,2940.6586,21198.0780,G
5.425000,2941.9505,21183.3708,G
5.430000,2943.2444,21168.6572,G
5.435000,2944.5404,21153.9371,G
5.440000,2945.8384,21139.2105,G
5.445000,2947.1385,21124.4774,G
5.450000,2948.4406,21109.7378,G
5.455000,2949.7448,21094.9917,G
5.460000,2951.0511,21080.2390,G
5.465000,2952.3594,21065.4798,G
5.470000,2953.6698,21050.7141,G
5.475000,2954.9823,21035.9418,G
5.480000,2956.2969,21021.1630,G
5.485000,2957.6135,21006.3775,G
5.490000,2958.9323,20991.5855,G
5.495000,2960.2532,20976.7869,G
5.500000,2961.5762,20961.9817,G
5.505000,2962.9013,20947.1698,G
5.510000,2964.2286,20932.3513,G
5.515000,2965.5579,20917.5262,G
5.520000,2966.8894,20902.6944,G
5.525000,2968.2231,20887.8559,G
5.530000,2969.5589,20873.0108,G
5.535000,2970.8968,20858.1590,G
5.540000,2972.2370,20843.3005,G
5.545000,2973.5792,20828.4353,G
5.550000,2974.9237,20813.5634,G
5.555000,2976.2703,20798.6847,G
5.560000,2977.6191,20783.7993,G
5.565000,2978.9702,20768.9072,G
5.570000,2980.3234,20754.0083,G
5.575000,2981.6788,20739.1026,G
5.580000,2983.0364,20724.1901,G
5.585000,2984.3962,20709.2709,G
5.590000,2985.7583,20694.3448,G
5.595000,2987.1225,20679.4119,G
5.600000,2988.4891,20664.4722,G
5.605000,2989.8578,20649.5256,G
5.610000,2991.2288,20634.5722,G
5.615000,2992.6021,20619.6120,G
5.620000,2993.9776,20604.6448,G
5.625000,2995.3554,20589.6708,G
5.630000,2996.7354,20574.6899,G
5.635000,2998.1178,20559.7021,G
5.640000,2999.5024,20544.7073,G
5.645000,3000.8893,20529.7057,G
5.650000,3002.2785,20514.6971,G
5.655000,3003.6700,20499.6815,G
5.660000,3005.0638,20484.6590,G
5.665000,3006.4600,20469.6295,G
5.670000,3007.8584,20454.5930,G
5.675000,3009.2592,20439.5495,G
5.680000,3010.6624,20424.4990,G
5.685000,3012.0678,20409.4414,G
5.690000,3013.4757,20394.3769,G
5.695000,3014.8859,20379.3053,G
5.700000,3016.2984,20364.2266,G
5.705000,3017.7134,20349.1409,G
5.710000,3019.1307,20334.0480,G
5.715000,3020.5504,20318.9481,G
5.720000,3021.9724,20303.8411,G
5.725000,3023.3969,20288.7270,G
5.730000,3024.8238,20273.6057,G
5.735000,3026.2531,20258.4773,G
5.740000,3027.6848,20243.3418,G
5.745000,3029.1190,20228.1990,G
5.750000,3030.5556,20213.0491,G
5.755000,3031.9946,20197.8920,G
5.760000,3033.4361,20182.7277,G
5.765000,3034.8800,20167.5562,G
5.770000,3036.3264,20152.3775,G
5.775000,3037.7753,20137.1915,G
5.780000,3039.2266,20121.9983,G
5.785000,3040.6805,20106.7978,G
5.790000,3042.1368,20091.5900,G
5.795000,3043.5956,20076.3750,G
5.800000,3045.0570,20061.1526,G
5.805000,3046.5208,20045.9229,G
5.810000,3047.9872,20030.6859,G
5.815000,3049.4561,20015.4416,G
5.820000,3050.9275,20000.1899,G
5.825000,3052.4015,19984.9308,G
5.830000,3053.8780,19969.6644,G
5.835000,3055.3571,19954.3906,G
5.840000,3056.8388,19939.1093,G
5.845000,3058.3230,19923.8207,G
5.850000,3059.8098,19908.5246,G
5.855000,3061.2992,19893.2211,G
5.860000,3062.7912,19877.9101,G
5.865000,3064.2858,19862.5917,G
5.870000,3065.7831,19847.2658,G
5.875000,3067.2829,19831.9323,G
5.880000,3068.7854,19816.5914,G
5.885000,3070.2905,19801.2430,G
5.890000,3071.7983,19785.8870,G
5.895000,3073.3087,19770.5235,G
5.900000,3074.8218,19755.1524,G
5.905000,3076.3375,19739.7738,G
5.910000,3077.8560,19724.3875,G
5.915000,3079.3771,19708.9937,G
5.920000,3080.9009,19693.5922,G
5.925000,3082.4274,19678.1831,G
5.930000,3083.9566,19662.7664,G
5.935000,3085.4886,19647.3420,G
5.940000,3087.0232,19631.9100,G
5.945000,3088.5606,19616.4703,G
5.950000,3090.1008,19601.0228,G
5.955000,3091.6437,19585.5677,G
5.960000,3093.1893,19570.1048,G
5.965000,3094.7378,19554.6343,G
5.970000,3096.2890,19539.1559,G
5.975000,3097.8430,19523.6698,G
5.980000,3099.3998,19508.1759,G
5.985000,3100.9594,19492.6742,G
5.990000,3102.5218,19477.1648,G
5.995000,3104.0870,19461.6475,G
6.000000,3105.6551,19446.1223,G
6.005000,3107.2260,19430.5893,G
6.010000,3108.7997,19415.0485,G
6.015000,3110.3763,19399.4998,G
6.020000,3111.9558,19383.9431,G
6.025000,3113.5381,19368.3786,G
6.030000,3115.1234,19352.8062,G
6.035000,3116.7115,19337.2258,G
6.040000,3118.3025,19321.6375,G
6.045000,3119.8965,19306.0412,G
6.050000,3121.4933,19290.4369,G
6.055000,3123.0931,19274.8246,G
6.060000,3124.6958,19259.2044,G
6.065000,3126.3015,19243.5761,G
6.070000,3127.9101,19227.9397,G
6.075000,3129.5217,19212.2953,G
6.080000,3131.1363,19196.6429,G
6.085000,3132.7539,19180.9824,G
6.090000,3134.3744,19165.3137,G
6.095000,3135.9980,19149.6370,G
6.100000,3137.6246,19133.9521,G
6.105000,3139.2542,19118.2591,G
6.110000,3140.8868,19102.5579,G
6.115000,3142.5225,19086.8486,G
6.120000,3144.1612,19071.1311,G
6.125000,3145.8030,19055.4053,G
6.130000,3147.4479,19039.6714,G
6.135000,3149.0958,19023.9292,G
6.140000,3150.7469,19008.1788,G
6.145000,3152.4010,18992.4201,G
6.150000,3154.0583,18976.6531,G
6.155000,3155.7186,18960.8778,G
6.160000,3157.3822,18945.0943,G
6.165000,3159.0488,18929.3024,G
6.170000,3160.7186,18913.5021,G
6.175000,3162.3916,18897.6935,G
6.180000,3164.0677,18881.8765,G
6.185000,3944.9465,18862.1568,E
6.190000,3947.4859,18842.4245,E
6.195000,3950.0312,18822.6794,E
6.200000,3952.5825,18802.9216,E
6.205000,3955.1397,18783.1510,E
6.210000,3957.7029,18763.3677,E
6.215000,3960.2722,18743.5714,E
6.220000,3962.8476,18723.7623,E
6.225000,3965.4290,18703.9404,E
6.230000,3968.0165,18684.1055,E
6.235000,3970.6102,18664.2576,E
6.240000,3973.2100,18644.3968,E
6.245000,3191.2406,18628.4440,G
6.250000,3192.9722,18612.4826,G
6.255000,3194.7071,18596.5125,G
6.260000,3196.4454,18580.5338,G
6.265000,3198.1872,18564.5463,G
6.270000,3199.9323,18548.5502,G
6.275000,3201.6808,18532.5453,G
6.280000,3203.4327,18516.5316,G
6.285000,3205.1881,18500.5092,G
6.290000,3206.9469,18484.4780,G
6.295000,3208.7092,18468.4380,G
6.300000,3210.4750,18452.3891,G
6.305000,3212.2442,18436.3314,G
6.310000,3214.0170,18420.2649,G
6.315000,3215.7932,18404.1895,G
6.320000,3217.5730,18388.1052,G
6.325000,3219.3563,18372.0120,G
6.330000,3221.1432,18355.9098,G
6.335000,3222.9335,18339.7987,G
6.340000,3224.7275,18323.6787,G
6.345000,3226.5251,18307.5497,G
6.350000,3228.3262,18291.4116,G
6.355000,3230.1309,18275.2646,G
6.360000,3231.9393,18259.1085,G
6.365000,3233.7513,18242.9434,G
6.370000,3235.5669,18226.7692,G
6.375000,3237.3862,18210.5859,G
6.380000,3239.2091,18194.3935,G
6.385000,3241.0358,18178.1920,G
6.390000,3242.8661,18161.9813,G
6.395000,3244.7001,18145.7615,G
6.400000,3246.5379,18129.5324,G
6.405000,3248.3793,18113.2942,G
6.410000,3250.2246,18097.0468,G
6.415000,3252.0735,18080.7901,G
6.420000,3253.9263,18064.5242,G
6.425000,3255.7828,18048.2490,G
6.430000,3257.6432,18031.9645,G
6.435000,3259.5073,18015.6707,G
6.440000,3261.3753,17999.3676,G
6.445000,3263.2471,17983.0551,G
6.450000,3265.1227,17966.7332,G
6.455000,3267.0022,17950.4020,G
6.460000,3268.8856,17934.0613,G
6.465000,3270.7729,17917.7112,G
6.470000,3272.6641,17901.3517,G
6.475000,3274.5593,17884.9827,G
6.480000,3276.4583,17868.6042,G
6.485000,3278.3613,17852.2162,G
6.490000,3280.2683,17835.8187,G
6.495000,3282.1792,17819.4116,G
6.500000,3284.0941,17802.9950,G
6.505000,3286.0131,17786.5687,G
6.510000,3287.9360,17770.1329,G
6.515000,3289.8630,17753.6874,G
6.520000,3291.7941,17737.2323,G
6.525000,3293.7292,17720.7676,G
6.530000,3295.6683,17704.2931,G
6.535000,3297.6116,17687.8089,G
6.540000,3299.5590,17671.3150,G
6.545000,3301.5105,17654.8114,G
6.550000,3303.4661,17638.2980,G
6.555000,3305.4259,17621.7748,G
6.560000,3307.3899,17605.2417,G
6.565000,3309.3580,17588.6989,G
6.570000,3311.3304,17572.1462,G
6.575000,3313.3070,17555.5836,G
6.580000,3315.2877,17539.0111,G
6.585000,3317.2728,17522.4287,G
6.590000,3319.2621,17505.8364,G
6.595000,3321.2556,17489.2341,G
6.600000,3323.2535,17472.6218,G
6.605000,3325.2557,17455.9996,G
6.610000,3327.2622,17439.3673,G
6.615000,3329.2730,17422.7249,G
6.620000,3331.2882,17406.0725,G
6.625000,3333.3078,17389.4100,G
6.630000,3335.3318,17372.7374,G
6.635000,3337.3601,17356.0547,G
6.640000,3339.3929,17339.3618,G
6.645000,3341.4301,17322.6587,G
6.650000,3343.4718,17305.9454,G
6.655000,3345.5180,17289.2219,G
6.660000,3347.5686,17272.4882,G
6.665000,3349.6238,17255.7442,G
6.670000,3351.6835,17238.9899,G
6.675000,3353.7477,17222.2253,G
6.680000,3355.8164,17205.4503,G
6.685000,3357.8898,17188.6650,G
6.690000,3359.9677,17171.8694,G
6.695000,3362.0503,17155.0633,G
6.700000,3364.1375,17138.2468,G
6.705000,3366.2293,17121.4198,G
6.710000,3368.3258,17104.5824,G
6.715000,3370.4270,17087.7344,G
6.720000,3372.5328,17070.8760,G
6.725000,3374.6434,17054.0070,G
6.730000,3376.7587,17037.1274,G
6.735000,3378.8788,17020.2373,G
6.740000,3381.0037,17003.3365,G
6.745000,3383.1333,16986.4251,G
6.750000,3385.2678,16969.5030,G
6.755000,3387.4070,16952.5703,G
6.760000,3389.5512,16935.6268,G
6.765000,3391.7002,16918.6726,G
6.770000,3393.8540,16901.7077,G
6.775000,3396.0128,16884.7319,G
6.780000,3398.1765,16867.7454,G
6.785000,3400.3452,16850.7480,G
6.790000,3402.5188,16833.7397,G
6.795000,3404.6974,16816.7206,G
6.800000,3406.8810,16799.6906,G
6.805000,3409.0696,16782.6496,G
6.810000,3411.2633,16765.5977,G
6.815000,3413.4620,16748.5348,G
6.820000,3415.6658,16731.4608,G
6.825000,3417.8747,16714.3759,G
6.830000,3420.0887,16697.2799,G
6.835000,3422.3079,16680.1728,G
6.840000,3424.5322,16663.0546,G
6.845000,3426.7617,16645.9252,G
6.850000,3428.9964,16628.7847,G
6.855000,3431.2364,16611.6330,G
6.860000,3433.4816,16594.4701,G
6.865000,3435.7320,16577.2959,G
6.870000,3437.9878,16560.1105,G
6.875000,3440.2488,16542.9138,G
6.880000,3442.5152,16525.7057,G
6.885000,3444.7869,16508.4864,G
6.890000,3447.0641,16491.2556,G
6.895000,3449.3466,16474.0134,G
6.900000,3451.6345,16456.7598,G
6.905000,3453.9279,16439.4948,G
6.910000,3456.2267,16422.2182,G
6.915000,3458.5311,16404.9302,G
6.920000,3460.8409,16387.6306,G
6.925000,3463.1563,16370.3195,G
6.930000,3465.4772,16352.9967,G
6.935000,3467.8037,16335.6624,G
6.940000,3470.1358,16318.3164,G
6.945000,3472.4735,16300.9587,G
6.950000,3474.8169,16283.5893,G
6.955000,3477.1659,16266.2081,G
6.960000,3479.5207,16248.8152,G
6.965000,3481.8811,16231.4106,G
6.970000,3484.2473,16213.9941,G
6.975000,3486.6193,16196.5657,G
6.980000,3488.9970,16179.1255,G
6.985000,3491.3806,16161.6733,G
6.990000,3493.7700,16144.2093,G
6.995000,3496.1653,16126.7332,G
7.000000,3498.5664,16109.2452,G
7.005000,3500.9735,16091.7452,G
7.010000,3503.3865,16074.2331,G
7.015000,3505.8055,16056.7089,G
7.020000,3508.2304,16039.1726,G
7.025000,3510.6614,16021.6241,G
7.030000,3513.0984,16004.0635,G
7.035000,3515.5415,15986.4907,G
7.040000,3517.9907,15968.9056,G
7.045000,3520.4460,15951.3083,G
7.050000,3522.9075,15933.6987,G
7.055000,3525.3751,15916.0768,G
7.060000,3527.8489,15898.4425,G
7.065000,3530.3289,15880.7958,G
7.070000,3532.8152,15863.1367,G
7.075000,3535.3078,15845.4652,G
7.080000,3537.8067,15827.7811,G
7.085000,3540.3119,15810.0846,G
7.090000,3542.8234,15792.3755,G
7.095000,3545.3414,15774.6538,G
7.100000,3547.8658,15756.9195,G
7.105000,3550.3966,15739.1726,G
7.110000,3552.9339,15721.4130,G
7.115000,3555.4777,15703.6407,G
7.120000,3558.0280,15685.8557,G
7.125000,3560.5849,15668.0579,G
7.130000,3563.1484,15650.2473,G
7.135000,3565.7185,15632.4238,G
7.140000,3568.2953,15614.5875,G
7.145000,3570.8787,15596.7383,G
7.150000,3573.4688,15578.8761,G
7.155000,3576.0657,15561.0010,G
7.160000,3578.6694,15543.1128,G
7.165000,3581.2798,15525.2117,G
7.170000,3583.8971,15507.2974,G
7.175000,3586.5212,15489.3701,G
7.180000,3589.1522,15471.4296,G
7.185000,3591.7902,15453.4759,G
7.190000,3594.4351,15435.5090,G
7.195000,3597.0869,15417.5289,G
7.200000,3599.7458,15399.5355,G
7.205000,3602.4118,15381.5288,G
7.210000,3605.0848,15363.5087,G
7.215000,3607.7650,15345.4752,G
7.220000,3610.4523,15327.4283,G
7.225000,3613.1467,15309.3680,G
7.230000,3615.8484,15291.2942,G
7.235000,3618.5573,15273.2068,G
7.240000,3621.2735,15255.1059,G
7.245000,3623.9970,15236.9913,G
7.250000,3626.7279,15218.8631,G
7.255000,3629.4661,15200.7213,G
7.260000,3632.2118,15182.5657,G
7.265000,3634.9649,15164.3964,G
7.270000,3637.7255,15146.2133,G
7.275000,3640.4936,15128.0164,G
7.280000,3643.2693,15109.8056,G
7.285000,3646.0525,15091.5809,G
7.290000,3648.8434,15073.3423,G
7.295000,3651.6420,15055.0897,G
7.300000,3654.4482,15036.8230,G
7.305000,3657.2622,15018.5424,G
7.310000,3660.0839,15000.2476,G
7.315000,3662.9135,14981.9387,G
7.320000,3665.7509,14963.6156,G
7.325000,3668.5962,14945.2783,G
7.330000,3671.4494,14926.9268,G
7.335000,3674.3105,14908.5609,G
7.340000,3677.1797,14890.1808,G
7.345000,3680.0569,14871.7863,G
